ID,Title,Description,genre,aired,episodes,members,popularity,ranked,score,img_url,link
7,Witch Hunter Robin,"Witches are individuals with special powers like ESP, telekinesis, mind control, etc. Robin, a 15-year-old craft user, arrives from Italy to Japan to work for an organization named STN Japan Division (STN-J) as a replacement for one of STN-J's witch hunters who was recently killed. Unlike other divisions of STN, STN-J tries to capture the witches alive in order to learn why and how they became witches in the first place. 
 
(Source: ANN)","['Action', 'Magic', 'Police', 'Supernatural', 'Drama', 'Mystery']","Jul 2, 2002 to Dec 24, 2002",26,85182,1278,2487,7.32,https://cdn.myanimelist.net/images/anime/1796/91065.jpg,https://myanimelist.net/anime/7/Witch_Hunter_Robin
